video_duration_sec,verified_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
42,0,558866.0,187629.0,15527.0,4493.0,2012.0
36,0,91199.0,28946.0,3171.0,115.0,59.0
25,0,788517.0,307605.0,9543.0,4832.0,2067.0
45,0,115622.0,56824.0,13342.0,817.0,373.0
36,0,36741.0,4541.0,49.0,38.0,23.0
23,0,417233.0,217824.0,34725.0,357.0,66.0
16,0,509376.0,153342.0,34764.0,2281.0,1318.0
52,1,993601.0,360808.0,123543.0,2648.0,1377.0
29,0,511307.0,271981.0,20832.0,6673.0,2467.0
32,0,518655.0,105148.0,40590.0,1367.0,502.0
59,0,268145.0,112600.0,14468.0,2719.0,106.0
45,0,862840.0,435872.0,93125.0,1459.0,746.0
24,0,244746.0,15130.0,2944.0,180.0,62.0
37,0,210960.0,115814.0,36974.0,1855.0,467.0
12,0,111863.0,516.0,33.0,11.0,4.0
11,0,89566.0,45283.0,5417.0,137.0,21.0
42,0,444516.0,215982.0,12545.0,4987.0,756.0
49,0,226281.0,97360.0,28001.0,110.0,72.0
29,0,330402.0,171557.0,45777.0,1871.0,355.0
17,0,704208.0,133661.0,17715.0,368.0,51.0
24,0,519070.0,158598.0,54151.0,665.0,188.0
50,0,499826.0,309975.0,17914.0,7456.0,1333.0
50,0,167944.0,87441.0,6040.0,353.0,137.0
60,0,511854.0,312695.0,39685.0,376.0,133.0
60,0,684341.0,127101.0,7517.0,1741.0,1005.0
22,0,825852.0,479045.0,3712.0,9804.0,3127.0
52,0,683434.0,94655.0,37748.0,309.0,87.0
41,1,231712.0,12348.0,771.0,79.0,36.0
50,0,597742.0,178975.0,44473.0,1885.0,314.0
36,0,273182.0,81099.0,21955.0,1075.0,611.0
46,0,482106.0,228292.0,64845.0,1252.0,465.0
52,0,93598.0,52844.0,86.0,175.0,9.0
39,0,870656.0,137823.0,46313.0,2897.0,1696.0
5,0,441748.0,122633.0,13387.0,556.0,130.0
40,0,33738.0,614.0,3.0,6.0,3.0
42,0,934185.0,22021.0,8068.0,538.0,134.0
25,0,422912.0,248328.0,50384.0,4380.0,19.0
21,0,515255.0,7604.0,2738.0,22.0,10.0
17,0,749576.0,314896.0,61154.0,5917.0,1414.0
54,0,169966.0,87626.0,31020.0,536.0,58.0
58,0,629607.0,221678.0,18098.0,1467.0,389.0
23,0,49714.0,19166.0,2673.0,341.0,7.0
42,0,807048.0,185813.0,48347.0,4570.0,962.0
40,0,961772.0,469073.0,97414.0,8430.0,2801.0
43,0,148883.0,85580.0,34011.0,131.0,29.0
12,0,631388.0,337717.0,101692.0,2704.0,1298.0
48,0,939426.0,346894.0,107200.0,281.0,95.0
37,0,560115.0,259081.0,97881.0,3155.0,935.0
27,0,100810.0,46464.0,5054.0,326.0,47.0
49,0,859572.0,128379.0,2142.0,2633.0,1100.0
6,0,86449.0,20873.0,2412.0,395.0,154.0
19,0,22675.0,15038.0,4688.0,212.0,0.0
8,0,30448.0,988.0,206.0,25.0,16.0
23,0,569559.0,184470.0,14061.0,1468.0,173.0
47,0,813598.0,48172.0,948.0,942.0,401.0
6,0,506876.0,212303.0,15689.0,1428.0,760.0
46,0,682406.0,108826.0,1338.0,2661.0,1014.0
27,0,878248.0,400541.0,121970.0,3447.0,361.0
45,0,909325.0,314007.0,48135.0,6184.0,1278.0
18,0,881753.0,295676.0,7539.0,1611.0,417.0
53,0,179828.0,100089.0,9428.0,1529.0,518.0
5,0,414954.0,43839.0,2052.0,753.0,32.0
42,0,380857.0,160730.0,35354.0,1844.0,457.0
23,0,661093.0,180093.0,32820.0,3721.0,1338.0
20,0,612645.0,340472.0,6082.0,7560.0,1963.0
31,0,38266.0,7567.0,3012.0,136.0,14.0
10,0,392496.0,251922.0,30959.0,3538.0,299.0
8,0,175290.0,86677.0,1785.0,1819.0,391.0
38,0,430258.0,20195.0,3453.0,349.0,146.0
14,1,474105.0,312860.0,104143.0,5030.0,553.0
53,0,337386.0,55788.0,4060.0,1305.0,120.0
6,0,448341.0,280452.0,60986.0,1746.0,105.0
31,0,236413.0,78298.0,17635.0,621.0,389.0
35,0,549591.0,127657.0,17860.0,1984.0,781.0
46,0,315640.0,182597.0,37612.0,3309.0,1246.0
20,0,467018.0,268058.0,22841.0,2263.0,1064.0
57,0,794004.0,68594.0,1742.0,1166.0,324.0
16,0,119841.0,13171.0,2251.0,41.0,10.0
47,0,796512.0,186540.0,38277.0,3839.0,2131.0
25,0,390461.0,25079.0,7608.0,193.0,59.0
44,0,86880.0,18003.0,966.0,352.0,232.0
11,0,371447.0,99183.0,8684.0,470.0,63.0
15,0,128877.0,29885.0,4119.0,264.0,74.0
24,0,795212.0,123662.0,43300.0,345.0,48.0
9,0,255361.0,71078.0,1427.0,1368.0,448.0
33,0,911083.0,402307.0,128902.0,4807.0,2863.0
48,0,855783.0,355794.0,111958.0,8563.0,1991.0
20,0,223109.0,105943.0,21379.0,1689.0,162.0
26,0,137178.0,28660.0,11396.0,266.0,158.0
15,0,927524.0,145741.0,22076.0,607.0,328.0
38,0,532090.0,5265.0,100.0,114.0,22.0
20,0,133433.0,67969.0,26793.0,647.0,221.0
17,0,879928.0,378123.0,19315.0,5379.0,3383.0
41,0,770231.0,382002.0,34029.0,6944.0,3988.0
34,0,800390.0,413882.0,28689.0,8926.0,1975.0
49,0,883273.0,169172.0,39076.0,311.0,66.0
45,0,834772.0,304099.0,91292.0,1010.0,145.0
29,0,487677.0,298063.0,7485.0,4535.0,494.0
22,0,69375.0,19933.0,6979.0,491.0,57.0
60,0,485244.0,82596.0,30917.0,1114.0,539.0
58,0,495194.0,148995.0,31948.0,116.0,31.0
35,0,216659.0,38472.0,9521.0,647.0,392.0
5,0,999653.0,45323.0,12923.0,101.0,50.0
31,0,708456.0,183100.0,12592.0,884.0,253.0
43,0,786965.0,244088.0,12754.0,4839.0,2772.0
11,0,833032.0,385435.0,48811.0,9604.0,1735.0
50,0,398689.0,260997.0,31854.0,2475.0,779.0
20,0,578974.0,143812.0,3717.0,758.0,377.0
8,0,404233.0,58146.0,19761.0,903.0,414.0
19,0,945583.0,113936.0,339.0,867.0,568.0
56,0,794058.0,386372.0,101561.0,8564.0,228.0
23,0,414976.0,245153.0,82406.0,2235.0,828.0
9,1,201670.0,22128.0,7196.0,231.0,114.0
51,0,126115.0,63020.0,17190.0,1386.0,406.0
45,0,182579.0,114340.0,33746.0,2531.0,1101.0
23,0,349348.0,3974.0,1105.0,92.0,32.0
50,0,898054.0,74942.0,18695.0,1723.0,1076.0
44,0,268304.0,148803.0,45166.0,963.0,496.0
15,0,920073.0,411072.0,27692.0,5621.0,443.0
60,0,703576.0,223727.0,79682.0,4767.0,443.0
46,0,456405.0,39280.0,9624.0,810.0,274.0
17,0,102407.0,1181.0,242.0,12.0,3.0
48,1,752581.0,367283.0,36586.0,4315.0,1343.0
35,1,678567.0,69121.0,22827.0,1063.0,323.0
52,0,538890.0,303351.0,90741.0,920.0,20.0
10,0,164604.0,101080.0,24432.0,834.0,518.0
29,1,282723.0,23789.0,5528.0,175.0,29.0
19,0,566299.0,53087.0,20373.0,1035.0,667.0
9,0,408148.0,126518.0,27263.0,2675.0,1520.0
7,0,5449.0,2059.0,390.0,18.0,2.0
42,0,995657.0,461643.0,41649.0,3426.0,1313.0
9,0,102158.0,26569.0,8882.0,194.0,67.0
21,0,451481.0,109116.0,28414.0,370.0,196.0
58,0,996786.0,163087.0,37349.0,1003.0,266.0
52,0,113658.0,10917.0,2983.0,194.0,87.0
15,0,622326.0,200642.0,60549.0,0.0,0.0
55,0,296482.0,162056.0,32128.0,3064.0,831.0
57,0,886391.0,170911.0,1276.0,2325.0,1327.0
40,0,119760.0,65418.0,25378.0,930.0,503.0
19,0,424658.0,248004.0,81285.0,4267.0,1778.0
29,0,124130.0,70381.0,21174.0,437.0,100.0
18,0,134641.0,51795.0,5750.0,286.0,65.0
8,0,830188.0,19610.0,5703.0,472.0,212.0
30,0,76228.0,6588.0,515.0,29.0,18.0
57,0,366211.0,109460.0,28220.0,1277.0,241.0
15,0,182624.0,106303.0,38597.0,1886.0,969.0
52,0,232399.0,40645.0,9816.0,27.0,10.0
47,0,472979.0,92157.0,15134.0,1566.0,525.0
36,0,442090.0,180023.0,57697.0,2468.0,706.0
44,0,6333.0,1249.0,117.0,0.0,0.0
27,0,137526.0,18818.0,919.0,167.0,20.0
41,0,117824.0,46138.0,8321.0,728.0,270.0
30,0,566333.0,48788.0,13611.0,368.0,172.0
16,0,695866.0,143661.0,3044.0,810.0,317.0
10,0,915801.0,399156.0,136373.0,2510.0,1492.0
20,0,422005.0,3381.0,288.0,62.0,3.0
21,0,954562.0,287810.0,683.0,4154.0,2117.0
38,0,369986.0,157573.0,7911.0,1771.0,309.0
10,0,167202.0,110909.0,907.0,2732.0,426.0
40,0,858605.0,155161.0,37439.0,2828.0,668.0
6,0,939076.0,558974.0,148015.0,6258.0,1394.0
24,0,397866.0,109841.0,11122.0,792.0,493.0
19,0,210018.0,63283.0,13974.0,269.0,103.0
13,0,415761.0,198375.0,15804.0,3854.0,2529.0
52,0,604355.0,28646.0,994.0,653.0,266.0
18,0,799461.0,361540.0,29546.0,6789.0,4158.0
15,0,725400.0,210695.0,21119.0,2685.0,1671.0
16,0,128410.0,51318.0,19152.0,1166.0,684.0
25,1,564382.0,287643.0,92802.0,2926.0,515.0
31,0,670584.0,45941.0,11256.0,479.0,36.0
45,0,681106.0,398836.0,147979.0,3972.0,2388.0
58,0,434216.0,4930.0,1357.0,23.0,14.0
60,0,409997.0,74060.0,19465.0,1167.0,107.0
24,0,666605.0,175386.0,17020.0,4326.0,168.0
57,0,929686.0,34472.0,4226.0,250.0,113.0
40,0,707821.0,164680.0,3920.0,2476.0,1335.0
42,0,168026.0,109904.0,38060.0,88.0,41.0
29,0,907499.0,250081.0,69716.0,2407.0,1381.0
37,0,520209.0,68376.0,894.0,561.0,22.0
17,0,613559.0,368043.0,113662.0,7130.0,4288.0
31,1,845842.0,58357.0,13337.0,1283.0,293.0
50,0,135972.0,41157.0,11811.0,569.0,191.0
42,0,793347.0,72458.0,10127.0,819.0,418.0
59,0,853454.0,390849.0,66724.0,6028.0,3143.0
5,0,764289.0,198190.0,59863.0,4860.0,2710.0
9,0,599440.0,202674.0,58930.0,4822.0,1988.0
17,0,818162.0,196489.0,68653.0,457.0,179.0
48,0,478504.0,5188.0,614.0,6.0,1.0
30,0,901466.0,157308.0,8590.0,3868.0,1372.0
31,0,942782.0,349920.0,21094.0,5051.0,2293.0
31,0,560356.0,24717.0,4241.0,377.0,178.0
59,0,166118.0,62065.0,21664.0,1244.0,326.0
36,0,943836.0,615509.0,77624.0,10300.0,3675.0
48,1,308048.0,28979.0,4165.0,724.0,476.0
57,0,469978.0,89730.0,3040.0,1822.0,1136.0
13,0,789968.0,78073.0,23780.0,16.0,7.0
59,1,57391.0,11798.0,1562.0,243.0,103.0
15,0,979623.0,305608.0,95625.0,3833.0,1088.0
47,0,838648.0,375687.0,57254.0,2725.0,1502.0
14,0,154524.0,37790.0,4071.0,4.0,1.0
48,0,662236.0,336652.0,115074.0,447.0,197.0
35,0,172792.0,40124.0,13764.0,948.0,183.0
18,0,363304.0,71403.0,6499.0,1353.0,279.0
25,0,972177.0,246905.0,75730.0,2208.0,151.0
38,0,667938.0,253989.0,43267.0,2658.0,1577.0
56,0,943178.0,59640.0,10.0,522.0,296.0
40,0,835227.0,387907.0,16920.0,3068.0,2013.0
29,0,75999.0,4140.0,786.0,68.0,36.0
6,0,653280.0,200395.0,40859.0,4134.0,788.0
54,0,841144.0,176677.0,49643.0,2387.0,682.0
26,0,792725.0,244271.0,4279.0,2055.0,395.0
51,0,318041.0,167749.0,56314.0,3620.0,274.0
50,0,499744.0,260963.0,68133.0,6179.0,2627.0
5,0,582955.0,86748.0,7182.0,865.0,21.0
15,0,238311.0,126167.0,10412.0,2122.0,699.0
6,0,873409.0,157035.0,4962.0,2076.0,687.0
48,0,827022.0,376705.0,104682.0,8063.0,544.0
31,0,972320.0,449084.0,169228.0,4670.0,1355.0
11,0,267499.0,164621.0,16314.0,127.0,75.0
14,0,432360.0,201764.0,63233.0,872.0,460.0
42,0,389238.0,211611.0,68792.0,3330.0,621.0
44,0,305816.0,158361.0,2635.0,1006.0,423.0
36,0,551503.0,257248.0,12905.0,4017.0,1568.0
58,0,307235.0,134023.0,37188.0,1470.0,20.0
51,0,263205.0,104137.0,6507.0,2507.0,1205.0
56,0,699716.0,388662.0,129743.0,9645.0,2748.0
37,0,134096.0,34222.0,9417.0,599.0,23.0
25,0,628191.0,331352.0,119547.0,3779.0,1390.0
5,0,284127.0,10596.0,4118.0,56.0,24.0
28,0,163796.0,77803.0,4408.0,1087.0,454.0
8,0,935721.0,290697.0,41017.0,775.0,502.0
19,0,593497.0,68324.0,20712.0,1694.0,719.0
10,0,661494.0,101284.0,16460.0,849.0,421.0
20,0,706925.0,322654.0,75112.0,4974.0,2869.0
11,0,703635.0,170092.0,65369.0,3721.0,1933.0
25,0,219449.0,94504.0,26593.0,1314.0,652.0
56,0,140665.0,27827.0,7062.0,681.0,121.0
45,0,490475.0,299386.0,103409.0,6247.0,3734.0
56,0,847359.0,514108.0,60603.0,8393.0,2068.0
26,0,157988.0,72701.0,3281.0,1150.0,345.0
44,0,374682.0,241181.0,53180.0,1231.0,599.0
24,0,807978.0,182359.0,15139.0,156.0,31.0
16,0,798087.0,503764.0,162965.0,12023.0,2228.0
11,0,923567.0,304484.0,117252.0,4416.0,2846.0
32,0,420278.0,53932.0,998.0,729.0,214.0
38,0,708931.0,333934.0,85569.0,1512.0,271.0
31,0,32922.0,14600.0,4862.0,142.0,5.0
50,0,308006.0,164734.0,54432.0,2337.0,908.0
33,0,366793.0,196608.0,61838.0,2866.0,949.0
28,0,174182.0,53834.0,18868.0,766.0,26.0
46,0,890827.0,30352.0,10728.0,329.0,1.0
42,0,839787.0,132074.0,12867.0,348.0,82.0
9,0,175806.0,73704.0,15052.0,1477.0,885.0
41,0,77008.0,42330.0,15315.0,882.0,115.0
42,0,676103.0,217656.0,65553.0,4628.0,2398.0
45,0,929535.0,245945.0,485.0,2192.0,632.0
33,0,730734.0,226709.0,6856.0,927.0,216.0
28,0,600711.0,46548.0,3910.0,716.0,205.0
42,0,276922.0,88899.0,25210.0,1259.0,312.0
50,0,689411.0,12049.0,1206.0,127.0,26.0
24,0,957429.0,371495.0,129716.0,7970.0,3016.0
34,0,389440.0,259544.0,77289.0,5242.0,1128.0
19,0,759040.0,343664.0,70369.0,5620.0,2247.0
15,0,526579.0,318171.0,74868.0,1819.0,92.0
35,0,615937.0,195483.0,61552.0,3419.0,404.0
35,0,469822.0,208520.0,33217.0,1612.0,583.0
26,0,936228.0,189831.0,69964.0,544.0,158.0
23,0,297080.0,195360.0,48408.0,2394.0,736.0
14,0,43055.0,8648.0,1946.0,166.0,88.0
21,1,916073.0,291977.0,85408.0,929.0,313.0
14,0,916230.0,531141.0,8019.0,3803.0,1402.0
18,0,185095.0,52011.0,7368.0,542.0,80.0
15,0,680134.0,324440.0,39232.0,3724.0,1310.0
42,0,284334.0,155859.0,9616.0,1921.0,940.0
33,0,33179.0,6509.0,326.0,9.0,6.0
7,0,504906.0,279461.0,1715.0,3812.0,1867.0
48,0,703727.0,420661.0,140821.0,4146.0,2426.0
49,0,81203.0,6079.0,1414.0,55.0,3.0
54,0,356338.0,92140.0,19590.0,1223.0,95.0
55,0,304722.0,19494.0,4928.0,32.0,6.0
60,0,436211.0,37153.0,12912.0,538.0,28.0
15,0,934767.0,3543.0,1160.0,30.0,3.0
9,0,199856.0,64680.0,24329.0,688.0,381.0
54,0,986040.0,304573.0,78365.0,3887.0,2390.0
9,0,531325.0,235084.0,11590.0,4630.0,2689.0
17,0,656792.0,385709.0,90643.0,4764.0,1216.0
45,0,633862.0,13702.0,2583.0,104.0,62.0
56,0,170263.0,58478.0,10703.0,753.0,281.0
16,0,97778.0,36159.0,3153.0,362.0,30.0
20,0,89267.0,32398.0,2051.0,180.0,25.0
8,0,65693.0,3815.0,117.0,61.0,39.0
57,0,657987.0,374565.0,81371.0,6130.0,429.0
55,0,24618.0,11937.0,2880.0,243.0,0.0
30,0,507073.0,321313.0,127099.0,2263.0,8.0
26,0,338414.0,7937.0,879.0,182.0,11.0
41,0,694606.0,442974.0,28056.0,21.0,4.0
55,0,792899.0,475094.0,135735.0,1441.0,24.0
25,0,337206.0,99176.0,26553.0,1912.0,636.0
48,0,673936.0,130682.0,27052.0,108.0,16.0
17,0,652755.0,315978.0,35014.0,1374.0,681.0
29,0,952461.0,531630.0,92076.0,12896.0,1210.0
46,0,122811.0,52657.0,15000.0,941.0,8.0
22,0,982069.0,260301.0,35815.0,220.0,79.0
49,0,924552.0,441566.0,107578.0,1042.0,332.0
54,0,262136.0,12418.0,286.0,108.0,48.0
38,0,10098.0,4681.0,790.0,12.0,8.0
50,0,737704.0,361389.0,20332.0,3223.0,1308.0
21,0,60649.0,35453.0,12393.0,541.0,142.0
24,0,226666.0,59804.0,5862.0,945.0,103.0
56,0,491218.0,302164.0,18472.0,1479.0,258.0
33,0,659031.0,434135.0,69579.0,9302.0,2900.0
31,0,129725.0,80331.0,20695.0,797.0,375.0
55,0,387826.0,111882.0,36168.0,1037.0,302.0
37,0,790211.0,220994.0,67094.0,3987.0,176.0
27,0,891247.0,383476.0,56042.0,5463.0,91.0
27,0,888297.0,98575.0,5695.0,725.0,148.0
20,0,251857.0,8694.0,2870.0,29.0,3.0
15,0,62298.0,10935.0,4056.0,137.0,59.0
58,0,253587.0,7754.0,1238.0,54.0,9.0
53,0,561540.0,207372.0,30326.0,1728.0,930.0
14,0,194269.0,88888.0,8966.0,569.0,114.0
24,0,533024.0,84486.0,13418.0,1257.0,180.0
9,0,378782.0,233894.0,60898.0,890.0,248.0
39,0,959225.0,309911.0,90505.0,1787.0,443.0
42,0,26335.0,7751.0,343.0,87.0,50.0
12,0,821129.0,7253.0,2231.0,134.0,62.0
51,0,269086.0,176635.0,27837.0,248.0,127.0
49,0,224903.0,68796.0,9261.0,96.0,48.0
7,1,156230.0,44179.0,6701.0,88.0,50.0
